Report ID	Author	Publication Date	Title	Abstract	Publication	Keywords (from Bibliographic databases - unsorted)	Study	Study Context Comments	Country	"LatDD,LonDD"	Production System/Sector	Commodity	Certification Standard	Population	Sampling Unit	Position in Supply Chain	Research Method	Expand on Mixed Methods and Other	Study Design	Sample Size: Certified	Sample size: Non-certified	Treatment Arms	Statistical Power	Social	Economic	Environmental	Education	Poverty	Health and Safety	Nutrition	Gender	Wellbeing	Community Benefits and Development	Knowledge Exchange	Transparency	Management systems	Price Premium	Profitability 	Costs	Market Advantage	Yield	Good Production Practices (including good forest management)	Financial Security	Deforestation	Conservation and Biodiversity	Pollution	Soil Management	Water Management	Input Use	Post-harvest Practices	Notes Aqua	Notes
12787	"Garcâ€™a, C.; ; Garcâ€™a, J.; Ochoa, G.; Mora, J. C. and Castellanos, J. F."	2014	Impact Evaluation of UTZ Certified Coffee Program in Colombia. (2008-2012).		"CRECE, Manizales, Colombia. 25th International Conference on Coffee Science, ASIC 2014, Armenia, Colombia, 8-13 September 2015    "		"Garcia, C. et al 2014"	3 year follow-up study.	Colombia	"4.7110, -74.0721"	Coffee	Coffee	Fair Trade; Rainforest Alliance; Organic;Rainforest Alliance; UTZ Certification; Nespresso AAA; 4C; Cafe practices	Farms	Farmers 	Producer 	Mixed methods	Longitudinal and panel data(N/A)	Matched 	N/A	N/A	Control / FT / Organic / RA / UTZ / Nespresso AAA / 4C / CAFE practises)	Principle Component Analysis and polychoric correlations	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	Data Reported 	N/A	Data Reported	N/A	Data Reported	N/A	N/A	N/A	Data Reported	N/A	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	"Method used measured synthetic indices of social, environmental and economic dimensions. Also studied impact of multi-certification and farm size."
G01	"Kalonga, Severin Kusonyola; Kulindwa, Kassim Athumani"	2017	"Does forest certification enhance livelihood conditions? Empirical evidence from forest management in Kilwa District, Tanzania"		Forest Policy and Economics 74  49-61 DOI:10.1016/j.forpol.2016.11.001		"Kalonga, 2017"	Funded by CCIAM programme in Tanzania 2010-2015.	Tanzania	"-8.252778, 38.6775"	Forest Resource	Timber; Nontimber Forest Products (NTFP)	Forest Stewardship Council (FSC)	Villages	Households	Producer	Mixed methods	Participatory rural appraisal - PRA for focus group discussions - FGDs and key informants' interviews and quantitative household surveys	Matched	88	88	Control / FSC	T-test; Chi squared; Wilcoxon; SE; Spearman rank; GLM regression	Data Reported	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	Data Reported	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	References leakage effects.
G02	"Qiao, Yuhui; Halberg, Niels; Vaheesan, Saminathan; Scott, Steffanie"	2016	Assessing the social and economic benefits of organic and fair trade tea production for small-scale farmers in Asia: a comparative case study of China and Sri Lanka		Renewable Agriculture and Food Systems 31 3 246-257 DOI:10.1017/S1742170515000162		N/A	Work supported by the NPOPSS and the Natioanl key technology R&D program (12th five year plan of China).	China; Sri Lanka	"29.25, 117.85 ; 7.333333, 80.75"	Tea	Tea	Organic; Fair Trade; Rainforest Alliance	Co-operatives; villages; independent enterprises	Farmers	Producer	Mixed methods	"Interviews, production data, focus groups, contextual data from co-ops, companies etc."	Matched	187	114	Control / Organic	Propensity score-matching; economic analyses; summary statistics of interview outcomes	Data Reported	Data Reported	Data Reported	N/A	Data Reported	N/A	N/A	N/A	N/A	Data Reported	Data Reported	N/A	Data Reported	Data Reported	Data Reported	Data Reported	Data Reported	Data Reported	N/A	Data Reported	N/A	Data Reported	N/A	N/A	N/A	Data Reported	N/A	N/A	"Paper noted that one of the tea cooperative used a portion of there money to improve local infrastructure: roads and bridge, pay local medical bills and community initiatives were also developed with a portion of these increased funds: and even planting a buffer zone of trees to reduce erosion and increase biodiversity around plantations."
G03	"Wakamatsu, H."	2014		"This article investigates the impact of Marine Stewardship Council (MSC) certification on a Japanese certified fishery. In September 2008, the MSC first certified the Kyoto Danish Seine Fishery Federation (KDSFF) as a sustainable fishery in Asia. In order to examine any impact of MSC certification on the KDSFF, this study examines structural changes in the market. Since no immediate impact of price premium changes can be realized, structural break tests and cointegration tests are conducted. The monthly ex-vessel price of flathead flounder in the Kyoto market is compared with those in the two adjacent uncertified markets. The structural break tests detected a significant impact two months after the KDSFFÃ•s certification. The cointegration and Granger causality tests showed that the Kyoto market was previously influenced by other larger markets, but has become less subject to their influence after introduction of MSC certification."	Marine Resource Economics 29 1 55-67 DOI:https://doi.org/10.1086/676287		"Wakamatsu, 2014"	Comparison between multiple fisheries in multiple markets. Weighted analysis	Japan	"35.01, 135.76"	Fishing	Fish	Marine Stewardship Council (MSC)	Federation	Markets	Producer	Other	Collected landing prices from co-ops with assistance of Kyoto Forestry and Fishery Technology Centre	Matched	1	2	Control / MSC	Economic/market based analysis - Structural break tests and cointegration tests	No Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"This papers main finding is that the certified market was previously influenced by other larger markets, but has become less subject to their influence following certification. "
G04	"Chiputwa, Brian; Spielman, David J.; Qaim, Matin"	2015	"Food Standards, Certification, and Poverty among Coffee Farmers in Uganda"		World Development 66  400-412 DOI:10.1016/j.worlddev.2014.09.006		"Chiputwa, 2015"	"No co-operatives could be found which were organic or fair trade and not also UTZ certified, this may be considered a drawback for the evaluation of individual standards. "	Uganda	"0.347596, 32.582520"	Coffee	Coffee	Organic; Fair Trade; Rainforest Alliance; UTZ Certification	Smallholders	Co-operatives; Farming groups	Producer	Mixed methods	Household surveys and interviews	Matched	271	148	Control / Organic / UTZ / FT	ATT; SE; nearest neighbour and kernel matching; Rosenbaum bounds; Kruskal wallis	Data Reported	Data Reported	No Data Reported	N/A	Data Reported	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	None
G05	"Ruben, Ruerd; Fort, Ricardo"	2012	The Impact of Fair Trade Certification for Coffee Farmers in Peru		World Development 40 3 570-582 DOI:10.1016/j.worlddev.2011.07.030		"Ruben & Fort, 2012"	"Comparison of FT and nonFT producers of coffee in Peru. Compares effects on production, income, expenditure, wealth, investement, attitudes, perception. Could pull out data on organicN/A "	Peru	"-10.94, -75.40"	Coffee	Coffee	Fair Trade; Rainforest Alliance	Farmers	Co-operatives	Producer	Household surveys	N/A	Matched	180	180	Control / FT	SE; Tstat reported	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	Data Reported	Data Reported	Data Reported	Data Reported	N/A	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	Benefits of FT seem to be greater for farmers with longer term involvement in FT. Also compares across organic and non-organic. Control groups are in the process of applying for FT certification.
G06	"Utting-chamorro, Karla"	2005	Does fair trade make a difference? The case of small coffee producers in Nicaragua		Development in Practice 15 43163 584-599 DOI:10.1080/09614520500075706		"Utting-Chamorro, 2005"	N/A	Nicaragua	"12.86, -85.21"	Coffee	Coffee	Fair Trade; Rainforest Alliance	Individual; Co-operatives; Producer organisations	Small producers	Producer	Mixed methods	"qualitative (interviews with small producers, landless workers, and key informants) and participatory (both rapid and participatory rural appraisal) research methods"	N/A	N/A	N/A	Control / FT	None	Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	Data Reported	N/A	Data Reported	Data Reported	N/A	N/A	Data Reported	N/A	Data Reported	N/A	N/A	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Although price premium increased following FT; debt of cooperatives means that small producers receive a lower price than expected. No info on sampling sizes and strategies i.e cert vs. non-cert.
G07-1326	"Stemle, A.; Uchida, H.; Roheim, C. A."	2015	Have dockside prices improved after MSC certification? analysis of multiple fisheries	"A number of studies have investigated consumersÃ• payment of a price premium for ecolabeled seafood from sustainability-certified fisheries, however studies of price premiums for certified fish at the dockside (ex-vessel) level remain scarce. This paper examines the effect of Marine Stewardship Council (MSC) certification on ex-vessel prices from three different fisheries: salmon and halibut in Alaska, and flathead flounder in Kyoto, Japan. A difference-in-difference approach (DiD) is used to estimate whether the relationship between ex-vessel prices of MSC-certified fisheries and market-competing non-certified fisheries have statistically changed after certification. Mixed results show that after certification significant increases occurred in the differences between ex-vessel prices for certified chum and pink salmon and flathead flounder relative to their uncertified counterparts, while the price difference declined between certified and uncertified sockeye salmon experienced significant negative effects. No significant effects were found for chinook and coho salmon and halibut. Results may be attributable to MSC certification or other unobservable variables influencing the certified fishery relative to the uncertified fishery. This paper adds to the literature on market and environmental effects of fisheries certification, which in aggregate continues to show ambiguous results across a landscape of fisheries globally. Â© 2015 Elsevier B.V."	Fisheries Research 182  116-123 DOI:10.1016/j.fishres.2015.07.022	Difference in difference Dockside prices Fisheries	"Stemle, 2016 "	Funded by Rhode Island Sea Grant College program (Award Number NA10OAR4170076).	USA; Japan	"64.200800, -149.493700 ; 35.689500, 139.691700"	Fishing	Fish	Marine Stewardship Council (MSC)	Federation	Markets	Producer	Other	"Data from government, commercial and other administrations"	Pre-post	3	N/A	Control / MSC	Difference in Difference approach to modelling	No Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	None
G08	"Jena, Pradyot Ranjan; Chichaibelu, Bezawit Beyene; Stellmacher, Till; Grote, Ulrike"	2012	"The impact of coffee certification on small-scale producersÃ• livelihoods: a case study from the Jimma Zone, Ethiopia: P. R. Jena et al./Agricultural Economics 43 (2012) 427-438"		Agricultural Economics 43 4 429-440 DOI:10.1111/j.1574-0862.2012.00594.x		"Ranjan Jena, P. et al., 2012"	Comparison of FT and non-FT certified coffee producers in Ethiopia. Certification had minimal benefits. 	Ethiopia	"8.98, 38.76"	Coffee	Coffee	Fair Trade; Rainforest Alliance	Co-operatives	Smallholders	Producer	Mixed methods	"Interviews, questionnaires and focus group discussions"	Matched	166	83	Control / FT	OLS regression and propensity score matching. Econometric analysis for poverty indicators.	Data Reported	Data Reported	No Data Reported	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	Data Reported	Data Reported	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Conclusion: the Ã’cooperative effectÃ“ overlies the Ã’certification effect.Ã“ Certification does not lead to cooperatives to offer additional services that aim to enhance the position of small-scale coffee producers within the value chain. Certified cooperatives were not able to buy all produce from their producers. Also implies all FT co-ops are also organic certified.
G09	"Bolwig, Simon; Gibbon, Peter; Jones, Sam"	2009	The Economics of Smallholder Organic Contract Farming in Tropical Africa		World Development 37 6 1094-1104 DOI:10.1016/j.worlddev.2008.09.012		"Bolwig, 2009"	This paper is based on the research carried out as part of the Standards and Agro-Food Exports (SAFE) program funded by the Danish Council for Development Research.	Uganda	"0.347596, 32.582520"	Coffee	Coffee	Organic	Smallholders	Smallholders	Producer	Mixed methods	Household survey and direct observations of practise	Matched	112	48	Control / Organic	OLS regression and full information maximum likelihood (FIML) estimate of the Heckman selection model	Data Reported	Data Reported	No Data Reported	N/A	Data Reported	N/A	N/A	Data Reported 	N/A	N/A	N/A	N/A	N/A	Data Reported	Data Reported	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Control group is 'organic by default' but not certified
G11-2032	"Rueda, X.; Lambin, E. F."	2013	Responding to globalization: impacts of certification on Colombian small-scale coffee growers	"Eco-certification of food and other agricultural products has been promoted as a way of making markets work for sustainability. Certification programs offer a price premium to producers who invest in more sustainable practices. The literature on the impacts of certification has focused primarily on the economic benefits farmers perceive from participating in these schemes. These benefits, however, are often subject to price variability, offering only a partial explanation of why farmers join and stay in certification programs. We evaluated the potential of the Rainforest Alliance certification program to foster more resilient social-ecological systems in the face of globalization. Using the case of Santander, Colombia, and a pair-based comparison of 86 households to effectively produce a robust counterfactual, we showed that certification provides important environmental benefits, while improving the well-being of farmers and their communities. Furthermore, the study showed that price premiums are only one of many elements defining the success of certification, particularly important for motivating farmers to join, but less so to explain retention and upgrading. The case of Colombian coffee growers illustrates how the connections between local social-ecological systems and larger global forces can produce more sustainable livelihoods and land uses."	Ecology and Society 18  Art-21 	case studies certification coffee crop production	"Rueda & Lambin, 2013"	"Pair-matched, case-control comparing socio-environmental effects of RA certificiation for Colombian coffee producers."	Colombia	"6.64, -73.65"	Coffee	Coffee	Rainforest Alliance	Smallholders	Smallholders	Producer	Mixed methods	Interviews with key informants and household surveys	Matched	43	43	Control / RA	Wilcoxon signed ranks and McNemar Chi's test	Data Reported	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	Data Reported	Data Reported	Data Reported	Data Reported	Data Reported	N/A	Data Reported	N/A	N/A	Data Reported	Data Reported	Data Reported	Data Reported	Data Reported	Data Reported	N/A	Data Reported	Data Reported	Data Reported	Data Reported	N/A	Better recycling management and certified farmers noted an increase in the management of phytosanitary problems i.s health related to plants and increased access to credit.
G12	"Ruben, Ruerd; Zuniga, Guillermo"	2011	How standards compete: comparative impact of coffee certification schemes in Northern Nicaragua		Supply Chain Management: An International Journal 16 2 98_109 		"Ruben & Zuniga, 2011"	N/A	Nicaragua	"13.789400, -86.012200"	Coffee	Coffee	Fair Trade; Rainforest Alliance; Rainforest Alliance; Cafe practices	Smallholders	Smallholders	Producer	Household surveys	N/A	Matched	240	75	Control / FT / Organic 	Propensity score matching; SE and percentage difference reported	Data Reported	Data Reported	No Data Reported	Data Reported	N/A	N/A	N/A	Data Reported	N/A	Data Reported	N/A	N/A	Data Reported	N/A	Data Reported	Data Reported	N/A	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"Double certification comparison employed for a majority of the analysis (FT vs. RA or CAFE), only one set of usable data comparing control and Fair trade Organic. "
G13	"Becchetti, Leonardo; Costantino, Marco"	2008	The Effects of Fair Trade on Affiliated Producers: An Impact Analysis on Kenyan Farmers		World Development 36 5 823-842 DOI:10.1016/j.worlddev.2007.05.007		"Becchetti & Constantino, 2008"	Funded by Meru Herbs (first-level local producer organization) 	Kenya	"0.05, 37.64"	Mixed Farming	Mixed crops	Fair Trade; Rainforest Alliance; Organic	Farmers	Farmers	Producer	Household surveys	100 point questionnaire	Matched	30	30	Control / FT / Organic 	Descriptive analysis of questionnaire responses with CIs. Econometric analyses to test for significance.	Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	Data Reported	Data Reported	N/A	N/A	N/A	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"Child mortality decreased (significant), child labour increased (not significant)"
G14-2344	"Rueda, X.; Thomas, N. E.; Lambin, E. F."	2014	Eco-certification and coffee cultivation enhance tree cover and forest connectivity in the Colombian coffee landscapes	"Eco-certification of agricultural commodities offers an appealing option to promote more sustainable practices among smallholders, increase agricultural value, and lift farmers out of poverty through better market access. This study evaluates whether coffee cultivation is associated with changes in forest cover and forest fragmentation and whether the Rainforest Alliance eco-certification program has led to enhanced tree cover and greater landscape connectivity in the Colombian eastern Andes. Based on satellite imagery, geo-referenced coffee parcels and a pair_case comparison, we show that coffee-growing regions have larger areas in forest, larger forest patches, and better connectivity among patches than non-coffee areas. These differences, however, do not seem to be accentuated over time, except for dense forest cover in the coffee-growing region. The latter has increased since the introduction of a certification program that requires protection of forest remnants and riparian vegetation. Moreover, certified farms in the study area have increased the amount of tree cover on their plots significantly more than non-certified ones. Our study design, therefore, detects additionality in the impact of certification on tree cover increase: in a region with overall increase in tree cover, certified farms contributed significantly more to that trend than non-certified farms. This study presents the first evaluation of the impacts of certification in cultivated landscapes at the ecosystem level, detectable by Earth observation satellites. Â© 2014, Springer-Verlag Berlin Heidelberg."	Regional Environmental Change 15  25-33 DOI:10.1007/s10113-014-0607-y	Agroforestry Coffee Colombia Eco-certification Imp	"Rueda et al., 2015"	This paper assesses effect of RA certification of columbian coffee growers on tree canopy cover (using LandSat data)	Colombia	"6.64, -73.65"	Coffee	Coffee	Rainforest Alliance	Smallholders	Forest area	Producer	Mapping Data	Landsat TM and ETM+	Matched	"9,560"	"7,824"	Control / RA	Wilcoxon Signed ranks to examine difference in tree cover change between treatments	No Data Reported	No Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"Increased canopy tree cover. Authors mention another study they carried out using farm-level data which could be useful (Rueda and Lambin, 2013b)."
G15-10140	"Cerutti, P. O.; Lescuyer, G.; Tsanga, R.; Kassa, S. N.; Mapangou, P. R.; Mendoula, E. E.; Missamba-Lola, A. P.; Nasi, R.; Eckebil, P. P. T.; Yembe, R. Y."	2014	Social impacts of the Forest Stewardship Council certification: an assessment in the Congo basin	"This Occasional Paper assessed the social performance of nine forest management units (FMU) certified by the Forest Stewardship Council (FSC) and compared it with the performance of nine similar non-certified FMUs in Cameroon, the Republic of the Congo and Gabon. Results showed that the longer one company remained in one place, the deeper social relations with the neighbouring population became. This in itself is conducive to an environment in which there is less conflict between the local population and logging companies. However, it is usually only after companies decided to pursue certification that several practical social improvements occurred. In particular, in certified FMUs, this study found better working and living conditions for workers and their families; more inclusive and better governed institutions for negotiations between the local population and logging companies, except with regard to conflict-resolution mechanisms; better managed and more effective benefit-sharing mechanisms; and innovative ways of dealing with problems related to infringement of customary uses. The complex historical and political-economic reality in which certification has developed in the Congo basin might well make issues of attribution and causality difficult to clarify. Further, results help establish a clear boundary that currently exists between certified and non-certified timber. The former is sourced in FMUs that implement not only legally mandated social standards but also voluntarily adopted ones that are superior and more effective. There should of course be no complacency from the FSC or logging companies with certified FMUs in comparing themselves with the 'bottom,' as the logic of the FSC is to reward more responsible forest managers who are assessed against ever-evolving standards, irrespective of the quality of national legislation. However, one should also not forget that companies with certified FMUs in the study countries are competing less against a theoretical global logging company than against their neighbours, who daily produce the same species and sell on similar markets, albeit with much lower investments, especially those targeted to improve social performance. In this very competitive and uneven playing field, and with the scarce price premiums obtained so far, the evidence presented indicates that certification in the Congo basin has been able to push companies toward remarkable social progress."	CIFOR Occasional Paper   58-pp 	certification conflict forest management forests l	"Cerutti, 2014"	"This document presents research funded by the World Wide Fund for Nature (WWF), the Center for International Forestry Research (CIFOR) and the CGIAR Research Program on Forests, Trees and Agroforestry through a project titled Social Impacts of the FSC Certification in the Congo Basin: E ectiveness of Negotiated Arrangements and Platforms of Dialogue between Logging Companies and the Local Population."	Cameroon; Gabon; Democratic Republic of the Congo	"3.866667, 11.516667 ; 0.383333, 9.45 ; -4.266667, 15.283333"	Forest Resource	Timber; Nontimber Forest Products (NTFP)	Forest Stewardship Council (FSC)	Companies	FMU's	Producer; Processor 	Mixed methods	"Used company data including management plans, socioeconomic studies and relevant written policies. Focus groups, questions asked of staff and families, social transects and structured interviews"	Matched	3	3	Control / FSC	Fischers exact test and Pearsons Chi-squared test	Data Reported	Data Reported	No Data Reported	N/A	N/A	Data Reported	N/A	Data Reported	Data Reported	Data Reported	N/A	N/A	Data Reported	N/A	N/A	N/A	Data Reported	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	None
RG12	"Hughell, D.; Newsom, D."	2013	Impacts of Rainforest Alliance Certification on Coffee Farms in Colombia. 		"Report, Rainforest Alliance.    "		"Hughell, D.; Newsom, D."	Published by RA study of RA cert.	Colombia	"4.6, -74.083333; 7.133333, -73"	Coffee	N/A	Rainforest Alliance	Farms	Farms; Farm workers	Producer	Field experiments	N/A	Matched	72	72	N/A	N/A	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	Data Reported	Data Reported	N/A	N/A	N/A	None
RG13	"Garcia, Carlos; Ochoa, Gustavo; Garcia, Juliâ€¡n; Mora, Juan; Cas_Lanos, Juan"	2014	Use of Polychoric Indexes to Measure the Impact of Seven Sustainability Programs on Coffee GrowersÃ• Livelihood in Colombia		"Report, Centre for Regional Coffee and Entrepreneurial Research, Manizales, Colombia    "		"Garcia, Carlos; Ochoa, Gustavo; Garcia, Juliâ€¡n; Mora, Juan; Cas_Lanos, Juan"	Poor harvest years generally in region during study period 2008-2012.	Colombia	"5.1, -75.55; 2.998611, -75.304444"	Coffee	Coffee	UTZ Certification	Farms	Farmers	Producer	Mixed methods	Quantitative survey + interviews	Matched	278	579	Control /  UTZ / FT / Organic / RA	N/A	Data Reported	Data Reported	Data Reported	N/A	N/A	Data Reported	N/A	N/A	Data Reported	N/A	Data Reported	N/A	N/A	N/A	Data Reported	N/A	N/A	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	Data Reported	Data Reported	N/A	N/A	"certified farmers  adopting Good Agricultural Practices (GAP), more than the control group and making use of available technology for on-farm production and post-production processeslower levels of coffee berry borer infestation & leaf rust on cert farms"
RG20	Aidenvironment (Netherlands)	2016	Evaluation of UTZ in the Indonesian cocoa sector.	"This report presents the results of the  evaluation of UTZ in the Indonesian cocoa sector. It serves the dual purpose of proving the impact of UTZ at farm and sector levels and of creating a deeper understanding  of how UTZ can improve its impact in the future.  This impact evaluation focuses on the following research questions: 1.Does UTZ Certification con tribute to increased productivity and quality? 2.Does UTZ Certification contribute to better prices, better market access and to improved income? 3.What is the added value of UTZ certification when embedded within existing interventions? 4.What is the added value of UTZ in sustainable sector transformation?"	"Report, Aidenvironment (Netherlands)    "		Aidenvironment (Netherlands)	Report commissioned by UTZ.	Indonesia	"-0.589700, 101.343100"	Cocoa	Cocoa	UTZ Certification	Farms; Smallholders	Farms	Producer	Mixed methods	"Focus group discussions, Interviews, Surveys"	N/A	35	12	Control / UTZ	Percentages	No Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	Data Reported	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	None
RG24	"COSA (Committee on Sustainability Assessment ); University of Ghana, Institute of Statistical Social and Economic Research (ISSER), University of Ghana"	2012	Cocoa Farms in Ghana: An evaluation of the impacts of UTZ certification on the sustainability of Smallholder		COSA/ISSER Report    		"COSA (Committee on Sustainability Assessment ); University of Ghana, Institute of Statistical Social and Economic Research (ISSER), University of Ghana"	N/A	Ghana	"6.959500, -2.027300"	Cocoa	Cocoa	UTZ Certification	Smallholders	Smallholders	Producer	Household surveys	N/A	Pre-post 	137	143	Control / UTZ	DID (Differnces in Differences); propensity score matching;	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	Data Reported	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	Data Reported	N/A	N/A	Study contains both matched and pre/post analysis due to its design.
RG25	"COSA, "	2013	Rainforest Alliance Certification on Cocoa Farms in Cote d'Ivoire.		Rainforest alliance report 2012    		"COSA, "	N/A	Cote d'Ivoire	"7.540000, -5.547100"	Cocoa	Cocoa	Rainforest Alliance	Farms	Farmers 	Producer	Other	452 farm vists	Matched	N/A	N/A	Control / RA	95% confidence intervals	Data Reported	Data Reported	No Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	Data Reported	Data Reported	Data Reported	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"Exact research methodology not stated, only recorded as ""Farm vists"". Some qualitative results are given but not recorded here due to their vague and unscientific nature. "
RG3	"Waarts,Y.; Ingram, V.; Linderhof, V.; Puister-Jansen, L; van Rijn, F; Aryeetey, R."	2015	"Impact of UTZ certification on cocoa producers in Ghana, 2011 to 2014."		LEI Wageningen UR Den Haag 2015. LEI Report 2015-066. ISBN: 978-90-8615-715-0.    		"Waarts,Y.; Ingram, V.; Linderhof, V.; Puister-Jansen, L; van Rijn, F; Aryeetey, R."	"Study evaluates the impact of the UTZ-Solidaridad cocoa programme, bycomparing the situation of a sample of farmers from six projects in 2014 withtheir situation in 2011, and by comparing the development over time for certified and uncertified farmers."	Ghana	"6.666667, -1.616667; 6.1, -0.266667; 4.916667, -1.766667"	Cocoa	Cocoa	UTZ Certification	Certified groups	Farmers 	Producer groups; Licensed buying companies.	Mixed methods	"Questionnaire (2011 & 2014); 8 f(controlled) ocus groups, interviews with organisations; interviews with cocao farm workers."	Matched	258	127	N/A	differences over time certified vs.uncertified farmers by t-tests and regression analyses; Propensity Score Matching tests (Kernel Matching; Nearest Neighbour and Stratification methods).	Data Reported	Data Reported	No Data Reported	Data Reported	N/A	N/A	N/A	N/A	Data Reported	N/A	"level of knowledge on good agricultural practices is not directly correlated with an Data Reported profitability, but each link in the intervention logic is significantly and positively correlated, confirming the UTZ-Solidaridad programmeÃ•s Theory of Change"	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	None
4162	"Oreyemi, A. B., R. A. Sanusi, L. O. Okojie, A. O. Olaiya; D. Akerele"	2015	Produce certification and income risk management strategies of cocoa farming households in South-west Nigeria.	"Agricultural produce certification is synonymous to farm assurance of which cocoa certification is an example; dealing with issues of Good Agricultural, Environmental and Social Practices (GAP, GEP and GSP) in cocoa production. Essentially, GAP, GEP and GSP packages had in-built mechanism that can aid farmers mitigate factors that could lead to farm income risks in cocoa production. Consequently, this study examined the influence of cocoa certification on income risks of cocoa farming households in South-west Nigeria. A multistage sampling technique was used to select 180 cocoa farming households from whose heads data were obtained with interview schedule in Southwest Nigeria. Data were analyzed with Chi-square Statistic, Income Risk Management Diversification Index (IRD) and Mann-Whitney-U Test Statistic. Chi-square analysis shows that (52.3%) certified cocoa farming households employed more risk management strategies than (94.2%) uncertified cocoa farming households (p<0.01). The Mann-Whitney-U test revealed a significant difference (p>0.05) between the income risk management practices of certified and uncertified cocoa farming households. Therefore, produce certification has been helping cocoa farming households in mitigating farm income risk in cocoa production through the employment of diverse (risk) management strategies. Hence, stakeholders should intensify efforts in encouraging farming households to embrace (cocoa) produce certification."	Applied Studies in Agribusiness and Commerce 9: 75-79. DOI: http://dx.doi.org/10.19041/APSTRACT/2015/3/10	agricultural households certification cocoa crop 	"Oreyemi et al, 2015"		Nigeria	"9.0820, 8.6753"	Other	Cocoa	GAP	Smalholder	Farmers	Producers		Mixed methods	Interviews and questionnaires	Matched	128	52	GAP/GSP	Data Reported	Data Reported	Data Reported	Data Reported	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Data Reported	N/A	Increase in income risk management diversification also noted.
